Elapsed time,200
19:27:42.0,2.0
19:27:43.0,1.0
19:27:44.0,1.0
19:27:45.0,2.0
19:27:46.0,2.0
19:27:47.0,1.0
19:27:48.0,4.0
19:27:49.0,2.0
19:27:50.0,3.0
19:27:51.0,3.0
19:27:52.0,5.0
19:27:53.0,3.0
19:27:54.0,4.0
19:27:55.0,5.0
19:27:56.0,2.0
19:27:57.0,8.0
19:27:58.0,4.0
19:27:59.0,6.0
19:28:00.0,4.0
19:28:01.0,6.0
19:28:02.0,8.0
19:28:03.0,6.0
19:28:04.0,6.0
19:28:05.0,6.0
19:28:06.0,7.0
19:28:07.0,9.0
19:28:08.0,8.0
19:28:09.0,9.0
19:28:10.0,8.0
19:28:11.0,7.0
19:28:12.0,9.0
19:28:13.0,7.0
19:28:14.0,9.0
19:28:15.0,7.0
19:28:16.0,7.0
19:28:17.0,7.0
19:28:18.0,9.0
19:28:19.0,6.0
19:28:20.0,8.0
19:28:21.0,9.0
19:28:22.0,8.0
19:28:23.0,9.0
19:28:24.0,7.0
19:28:25.0,8.0
19:28:26.0,8.0
19:28:27.0,8.0
19:28:28.0,9.0
19:28:29.0,6.0
19:28:30.0,8.0
19:28:31.0,9.0
19:28:32.0,8.0
19:28:33.0,9.0
19:28:34.0,6.0
19:28:35.0,8.0
19:28:36.0,9.0
19:28:37.0,8.0
19:28:38.0,9.0
19:28:39.0,6.0
19:28:40.0,8.0
19:28:41.0,7.0
19:28:42.0,1.0
19:28:43.0,1.0
